,player,season,season_type,age,team_id,lg_id,pos,g,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,DUMMY,trp_dbl
430,Paul Pierce,2003-04,regular,26,BOS,NBA,SG,80,80,3099,602,1497,.402,115,384,.299,487,1113,.438,.441,517,631,.819,69,453,522,410,131,52,303,234,1836,,1
431,Paul Pierce,2004-05,regular,27,BOS,NBA,SF,82,82,2960,556,1223,.455,108,292,.370,448,931,.481,.499,549,668,.822,78,461,539,348,133,39,230,255,1769,,2
432,Paul Pierce,2005-06,regular,28,BOS,NBA,SF,79,79,3084,689,1462,.471,111,314,.354,578,1148,.503,.509,627,812,.772,77,453,530,375,107,34,273,223,2116,,1
433,Paul Pierce,2006-07,regular,29,BOS,NBA,SG,47,46,1740,373,850,.439,107,275,.389,266,575,.463,.502,320,402,.796,39,238,277,194,48,13,152,122,1173,,0
434,Paul Pierce,2007-08,regular,30,BOS,NBA,SF,80,80,2874,509,1098,.464,143,365,.392,366,733,.499,.529,409,485,.843,53,358,411,363,101,36,221,200,1570,,0
435,Paul Pierce,2008-09,regular,31,BOS,NBA,SF,81,81,3035,540,1181,.457,119,304,.391,421,877,.480,.508,459,553,.830,56,401,457,294,80,27,228,215,1658,,0
436,Paul Pierce,2009-10,regular,32,BOS,NBA,SF,71,71,2411,409,867,.472,109,263,.414,300,604,.497,.535,369,433,.852,39,271,310,218,84,31,166,196,1296,,0
437,Paul Pierce,2010-11,regular,33,BOS,NBA,SF,80,80,2774,507,1021,.497,111,297,.374,396,724,.547,.551,386,449,.860,34,396,430,260,80,51,171,231,1511,,1
438,Paul Pierce,2011-12,regular,34,BOS,NBA,SF,61,61,2075,394,890,.443,100,273,.366,294,617,.476,.499,293,344,.852,37,280,317,274,70,26,173,147,1181,,0
439,Paul Pierce,2012-13,regular,35,BOS,NBA,SF,77,77,2575,476,1092,.436,145,382,.380,331,710,.466,.502,333,423,.787,45,442,487,370,84,30,214,210,1430,,3
440,Paul Pierce,2013-14,regular,36,BRK,NBA,SF,75,68,2098,321,712,.451,112,300,.373,209,412,.507,.529,256,310,.826,26,322,348,178,86,31,153,190,1010,,0
441,Paul Pierce,2014-15,regular,37,WAS,NBA,SF,73,73,1914,293,656,.447,118,303,.389,175,353,.496,.537,164,210,.781,45,249,294,144,46,24,92,160,868,,0
442,Paul Pierce,2015-16,regular,38,LAC,NBA,SF,68,38,1231,144,397,.363,75,242,.310,69,155,.445,.457,54,66,.818,12,174,186,71,33,17,58,129,417,,0
443,Paul Pierce,2016-17,regular,39,LAC,NBA,SF,25,7,277,28,70,.400,15,43,.349,13,27,.481,.507,10,13,.769,1,47,48,10,4,5,16,40,81,,0
444,Rajon Rondo,2007-08,playoff,21,BOS,NBA,PG,26,26,831,107,263,.407,5,20,.250,102,243,.420,.416,47,68,.691,39,68,107,172,45,8,47,74,266,,0
445,Rajon Rondo,2008-09,playoff,22,BOS,NBA,PG,14,14,577,93,223,.417,6,24,.250,87,199,.437,.430,44,67,.657,32,104,136,137,35,3,38,47,236,,3
446,Rajon Rondo,2009-10,playoff,23,BOS,NBA,PG,24,24,975,151,326,.463,9,24,.375,142,302,.470,.477,68,114,.596,38,96,134,223,46,3,72,57,379,,2
447,Rajon Rondo,2010-11,playoff,24,BOS,NBA,PG,9,9,345,51,107,.477,0,3,.000,51,104,.490,.477,24,38,.632,11,38,49,86,10,0,33,16,126,,1
448,Rajon Rondo,2011-12,playoff,25,BOS,NBA,PG,19,19,810,141,301,.468,8,30,.267,133,271,.491,.482,39,56,.696,35,93,128,227,45,2,72,40,329,,4
449,Rajon Rondo,2014-15,playoff,28,DAL,NBA,PG,2,2,37,9,20,.450,1,2,.500,8,18,.444,.475,0,0,,1,1,2,6,0,0,2,6,19,,0
450,Rajon Rondo,2016-17,playoff,30,CHI,NBA,PG,2,2,67,11,26,.423,0,6,.000,11,20,.550,.423,1,2,.500,7,10,17,20,7,1,4,6,23,,0
451,Rajon Rondo,2017-18,playoff,31,NOP,NBA,PG,9,9,302,38,92,.413,8,19,.421,30,73,.411,.457,9,14,.643,9,59,68,110,13,2,33,20,93,,0
452,Rajon Rondo,2019-20,playoff,33,LAL,NBA,PG,16,0,395,55,121,.455,20,50,.400,35,71,.493,.537,13,19,.684,13,56,69,105,22,2,34,36,143,,0
453,Rajon Rondo,2020-21,playoff,34,LAC,NBA,PG,13,0,220,18,53,.340,11,28,.393,7,25,.280,.443,8,12,.667,4,30,34,50,5,3,14,18,55,,0
454,Rajon Rondo,2006-07,regular,20,BOS,NBA,PG,78,25,1831,188,450,.418,6,29,.207,182,421,.432,.424,119,184,.647,74,218,292,297,128,8,137,181,501,,0
455,Rajon Rondo,2007-08,regular,21,BOS,NBA,PG,77,77,2306,351,713,.492,5,19,.263,346,694,.499,.496,107,175,.611,78,244,322,393,129,13,147,187,814,,0
456,Rajon Rondo,2008-09,regular,22,BOS,NBA,PG,80,80,2642,383,759,.505,15,48,.313,368,711,.518,.514,172,268,.642,100,316,416,659,149,11,209,193,953,,2
457,Rajon Rondo,2009-10,regular,23,BOS,NBA,PG,81,81,2963,459,904,.508,17,80,.213,442,824,.536,.517,175,282,.621,100,260,360,794,189,11,246,198,1110,,2
458,Rajon Rondo,2010-11,regular,24,BOS,NBA,PG,68,68,2527,318,670,.475,10,43,.233,308,627,.491,.482,75,132,.568,87,210,297,760,153,11,234,120,721,,3
459,Rajon Rondo,2011-12,regular,25,BOS,NBA,PG,53,53,1957,256,572,.448,10,42,.238,246,530,.464,.456,108,181,.597,62,195,257,620,95,3,193,99,630,,6
460,Rajon Rondo,2012-13,regular,26,BOS,NBA,PG,38,38,1423,225,465,.484,12,50,.240,213,415,.513,.497,60,93,.645,43,169,212,420,70,9,148,96,522,,5
461,Rajon Rondo,2013-14,regular,27,BOS,NBA,PG,30,30,998,141,350,.403,26,90,.289,115,260,.442,.440,42,67,.627,22,142,164,294,40,2,99,65,350,,1
462,Rajon Rondo,2014-15,regular,28,TOT,NBA,PG,68,68,2018,275,645,.426,27,86,.314,248,559,.444,.447,31,78,.397,73,300,373,538,91,7,210,153,608,,3
463,Rajon Rondo,2014-15,regular,28,BOS,NBA,PG,22,22,699,81,200,.405,8,32,.250,73,168,.435,.425,12,36,.333,25,140,165,237,37,3,75,42,182,,3
464,Rajon Rondo,2014-15,regular,28,DAL,NBA,PG,46,46,1319,194,445,.436,19,54,.352,175,391,.448,.457,19,42,.452,48,160,208,301,54,4,135,111,426,,0
465,Rajon Rondo,2015-16,regular,29,SAC,NBA,PG,72,72,2537,355,782,.454,62,170,.365,293,612,.479,.494,87,150,.580,77,358,435,839,141,10,278,175,859,,6
466,Rajon Rondo,2016-17,regular,30,CHI,NBA,PG,69,42,1843,229,561,.408,50,133,.376,179,428,.418,.453,30,50,.600,73,282,355,461,99,11,169,144,538,,1
467,Rajon Rondo,2017-18,regular,31,NOP,NBA,PG,65,63,1705,231,494,.468,50,150,.333,181,344,.526,.518,25,46,.543,31,232,263,533,70,10,151,119,537,,2
468,Rajon Rondo,2018-19,regular,32,LAL,NBA,PG,46,29,1369,175,432,.405,51,142,.359,124,290,.428,.464,23,36,.639,34,209,243,367,57,7,127,100,424,,1
469,Rajon Rondo,2019-20,regular,33,LAL,NBA,PG,48,3,984,137,328,.418,41,125,.328,96,203,.473,.480,27,41,.659,23,119,142,240,40,2,91,58,342,,0
470,Rajon Rondo,2020-21,regular,34,TOT,NBA,PG,45,3,770,95,215,.442,36,89,.404,59,126,.468,.526,16,17,.941,18,92,110,199,37,4,79,53,242,,0
471,Rajon Rondo,2020-21,regular,34,ATL,NBA,PG,27,2,402,44,110,.400,17,45,.378,27,65,.415,.477,1,2,.500,4,51,55,95,19,2,39,25,106,,0
472,Rajon Rondo,2020-21,regular,34,LAC,NBA,PG,18,1,368,51,105,.486,19,44,.432,32,61,.525,.576,15,15,1.000,14,41,55,104,18,2,40,28,136,,0
473,Rajon Rondo,2021-22,regular,35,TOT,NBA,PG,39,1,698,68,176,.386,31,88,.352,37,88,.420,.474,19,26,.731,15,93,108,170,30,6,68,56,186,,0
474,Rajon Rondo,2021-22,regular,35,LAL,NBA,PG,18,0,289,23,71,.324,8,30,.267,15,41,.366,.380,1,2,.500,10,39,49,67,12,5,34,25,55,,0
475,Rajon Rondo,2021-22,regular,35,CLE,NBA,PG,21,1,409,45,105,.429,23,58,.397,22,47,.468,.538,18,24,.750,5,54,59,103,18,1,34,31,131,,0
476,Ray Allen,1998-99,playoff,23,MIL,NBA,SG,3,3,120,25,47,.532,9,19,.474,16,28,.571,.628,8,13,.615,8,14,22,13,3,1,11,9,67,,
477,Ray Allen,1999-00,playoff,24,MIL,NBA,SG,5,5,186,40,90,.444,10,26,.385,30,64,.469,.500,20,22,.909,10,23,33,13,8,0,9,10,110,,
478,Ray Allen,2000-01,playoff,25,MIL,NBA,SG,18,18,768,158,331,.477,57,119,.479,101,212,.476,.563,79,86,.919,19,55,74,108,24,10,43,44,452,,
479,Ray Allen,2004-05,playoff,29,SEA,NBA,SG,11,11,436,102,215,.474,31,82,.378,71,133,.534,.547,56,63,.889,12,35,47,43,14,4,34,22,291,,
480,Ray Allen,2007-08,playoff,32,BOS,NBA,SG,26,26,987,133,311,.428,55,139,.396,78,172,.453,.516,84,92,.913,25,73,98,71,24,8,38,63,405,,
481,Ray Allen,2008-09,playoff,33,BOS,NBA,SG,14,14,565,83,206,.403,35,100,.350,48,106,.453,.488,55,58,.948,13,42,55,37,15,5,25,35,256,,
482,Ray Allen,2009-10,playoff,34,BOS,NBA,SG,24,24,925,131,304,.431,56,145,.386,75,159,.472,.523,69,80,.863,12,68,80,63,22,3,36,74,387,,
483,Ray Allen,2010-11,playoff,35,BOS,NBA,SG,9,9,361,57,109,.523,32,56,.571,25,53,.472,.670,24,25,.960,5,29,34,22,11,1,10,21,170,,
484,Ray Allen,2011-12,playoff,36,BOS,NBA,SG,18,10,616,66,167,.395,28,92,.304,38,75,.507,.479,32,45,.711,8,66,74,18,17,2,17,41,192,,
485,Ray Allen,2012-13,playoff,37,MIA,NBA,SG,23,0,573,74,172,.430,39,96,.406,35,76,.461,.544,47,54,.870,13,51,64,29,12,3,27,42,234,,
486,Ray Allen,2013-14,playoff,38,MIA,NBA,SG,20,1,527,59,143,.413,33,85,.388,26,58,.448,.528,34,37,.919,13,54,67,32,14,4,24,41,185,,
487,Ray Allen,1996-97,regular,21,MIL,NBA,SG,82,81,2532,390,908,.430,117,298,.393,273,610,.448,.494,205,249,.823,97,229,326,210,75,10,149,218,1102,,0
488,Ray Allen,1997-98,regular,22,MIL,NBA,SG,82,82,3287,563,1315,.428,134,368,.364,429,947,.453,.479,342,391,.875,127,278,405,356,111,12,263,244,1602,,0
489,Ray Allen,1998-99,regular,23,MIL,NBA,SG,50,50,1719,303,673,.450,74,208,.356,229,465,.492,.505,176,195,.903,57,155,212,178,53,7,122,117,856,,0
490,Ray Allen,1999-00,regular,24,MIL,NBA,SG,82,82,3070,642,1411,.455,172,407,.423,470,1004,.468,.516,353,398,.887,83,276,359,308,110,19,183,187,1809,,0
491,Ray Allen,2000-01,regular,25,MIL,NBA,SG,82,82,3129,628,1309,.480,202,467,.433,426,842,.506,.557,348,392,.888,101,327,428,374,124,20,204,192,1806,,1
492,Ray Allen,2001-02,regular,26,MIL,NBA,SG,69,67,2525,530,1148,.462,229,528,.434,301,620,.485,.561,214,245,.873,81,231,312,271,88,18,159,157,1503,,0
493,Ray Allen,2002-03,regular,27,TOT,NBA,SG,76,75,2880,598,1363,.439,201,533,.377,397,830,.478,.512,316,345,.916,94,287,381,334,103,14,198,220,1713,,1
494,Ray Allen,2002-03,regular,27,MIL,NBA,SG,47,46,1683,351,803,.437,123,311,.395,228,492,.463,.514,178,195,.913,45,173,218,164,57,11,117,149,1003,,0
495,Ray Allen,2002-03,regular,27,SEA,NBA,SG,29,29,1197,247,560,.441,78,222,.351,169,338,.500,.511,138,150,.920,49,114,163,170,46,3,81,71,710,,1
496,Ray Allen,2003-04,regular,28,SEA,NBA,SG,56,56,2152,447,1017,.440,148,378,.392,299,639,.468,.512,245,271,.904,69,217,286,268,71,11,156,132,1287,,1
497,Ray Allen,2004-05,regular,29,SEA,NBA,SG,78,78,3064,640,1494,.428,209,556,.376,431,938,.459,.498,378,428,.883,79,268,347,289,84,5,171,167,1867,,0
498,Ray Allen,2005-06,regular,30,SEA,NBA,SG,78,78,3022,681,1500,.454,269,653,.412,412,847,.486,.544,324,359,.903,71,261,332,286,105,16,188,151,1955,,0
499,Ray Allen,2006-07,regular,31,SEA,NBA,SG,55,55,2219,505,1153,.438,165,443,.372,340,710,.479,.510,279,309,.903,57,190,247,228,82,11,154,113,1454,,0
500,Ray Allen,2007-08,regular,32,BOS,NBA,SG,73,73,2624,439,986,.445,180,452,.398,259,534,.485,.537,215,237,.907,75,193,268,225,65,16,127,147,1273,,0
501,Ray Allen,2008-09,regular,33,BOS,NBA,SG,79,79,2876,499,1040,.480,199,486,.409,300,554,.542,.575,237,249,.952,66,212,278,218,69,13,134,157,1434,,0
502,Ray Allen,2009-10,regular,34,BOS,NBA,SG,80,80,2819,464,973,.477,145,399,.363,319,574,.556,.551,231,253,.913,45,208,253,210,64,25,129,182,1304,,0
503,Ray Allen,2010-11,regular,35,BOS,NBA,SG,80,80,2890,480,978,.491,168,378,.444,312,600,.520,.577,193,219,.881,51,223,274,219,77,16,117,147,1321,,0
504,Ray Allen,2011-12,regular,36,BOS,NBA,SG,46,42,1565,226,493,.458,106,234,.453,120,259,.463,.566,97,106,.915,14,128,142,109,49,8,68,83,655,,0
505,Ray Allen,2012-13,regular,37,MIA,NBA,SG,79,0,2035,292,651,.449,139,332,.419,153,319,.480,.555,140,158,.886,40,177,217,135,67,15,103,129,863,,0
506,Ray Allen,2013-14,regular,38,MIA,NBA,SG,73,9,1936,240,543,.442,116,309,.375,124,234,.530,.549,105,116,.905,23,182,205,143,54,8,84,115,701,,0
507,Shannon Brown,2006-07,playoff,21,CLE,NBA,SG,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,
508,Shannon Brown,2008-09,playoff,23,LAL,NBA,SG,21,0,276,36,83,.434,12,25,.480,24,58,.414,.506,19,24,.792,8,17,25,13,10,2,10,27,103,,
509,Shannon Brown,2009-10,playoff,24,LAL,NBA,SG,23,0,324,42,107,.393,9,32,.281,33,75,.440,.435,20,28,.714,7,22,29,20,10,7,13,37,113,,
510,Shannon Brown,2010-11,playoff,25,LAL,NBA,SG,10,0,166,28,61,.459,7,25,.280,21,36,.583,.516,9,14,.643,5,14,19,7,6,2,9,10,72,,
511,Shannon Brown,2006-07,regular,21,CLE,NBA,SG,23,5,202,28,74,.378,7,25,.280,21,49,.429,.426,10,14,.714,6,15,21,10,7,3,14,24,73,,
512,Shannon Brown,2007-08,regular,22,TOT,NBA,SG,21,4,240,44,126,.349,9,30,.300,35,96,.365,.385,17,29,.586,6,14,20,17,11,3,24,29,114,,
513,Shannon Brown,2007-08,regular,22,CLE,NBA,SG,15,4,218,41,111,.369,9,29,.310,32,82,.390,.410,14,23,.609,5,13,18,17,10,1,19,27,105,,
514,Shannon Brown,2007-08,regular,22,CHI,NBA,SG,6,0,22,3,15,.200,0,1,.000,3,14,.214,.200,3,6,.500,1,1,2,0,1,2,5,2,9,,
515,Shannon Brown,2008-09,regular,23,TOT,NBA,SG,48,0,477,78,165,.473,14,37,.378,64,128,.500,.515,32,39,.821,11,33,44,38,22,7,38,42,202,,
516,Shannon Brown,2008-09,regular,23,CHA,NBA,SG,30,0,341,56,123,.455,8,28,.286,48,95,.505,.488,24,30,.800,8,16,24,28,18,5,29,33,144,,
517,Shannon Brown,2008-09,regular,23,LAL,NBA,SG,18,0,136,22,42,.524,6,9,.667,16,33,.485,.595,8,9,.889,3,17,20,10,4,2,9,9,58,,
518,Shannon Brown,2009-10,regular,24,LAL,NBA,SG,82,7,1700,253,592,.427,62,189,.328,191,403,.474,.480,99,121,.818,30,153,183,108,57,31,67,129,667,,
519,Shannon Brown,2010-11,regular,25,LAL,NBA,SG,82,0,1568,273,643,.425,74,212,.349,199,431,.462,.482,92,101,.911,35,122,157,96,67,16,75,124,712,,
520,Shannon Brown,2011-12,regular,26,PHO,NBA,SG,59,19,1400,251,598,.420,68,188,.362,183,410,.446,.477,80,99,.808,38,119,157,69,44,15,64,66,650,,
521,Shannon Brown,2012-13,regular,27,PHO,NBA,SG,59,22,1402,240,571,.420,39,141,.277,201,430,.467,.454,98,125,.784,44,105,149,108,59,15,74,92,617,,
522,Shannon Brown,2013-14,regular,28,TOT,NBA,SG,29,1,251,24,66,.364,0,2,.000,24,64,.375,.364,15,21,.714,7,21,28,9,13,0,18,24,63,,
523,Shannon Brown,2013-14,regular,28,SAS,NBA,SG,10,1,103,8,28,.286,0,2,.000,8,26,.308,.286,7,9,.778,1,12,13,5,1,0,8,12,23,,
524,Shannon Brown,2013-14,regular,28,NYK,NBA,SG,19,0,148,16,38,.421,0,0,,16,38,.421,.421,8,12,.667,6,9,15,4,12,0,10,12,40,,
525,Shannon Brown,2014-15,regular,29,MIA,NBA,SG,5,2,89,7,19,.368,3,7,.429,4,12,.333,.447,3,4,.750,0,1,1,3,4,0,4,8,20,,
526,J.R. Smith,2006-07,playoff,21,DEN,NBA,SG,4,0,47,6,22,.273,0,12,.000,6,10,.600,.273,6,6,1.000,1,8,9,2,4,1,3,6,18,,
527,J.R. Smith,2007-08,playoff,22,DEN,NBA,SG,4,0,108,23,43,.535,7,22,.318,16,21,.762,.616,20,24,.833,1,6,7,7,4,0,5,12,73,,
528,J.R. Smith,2008-09,playoff,23,DEN,NBA,SG,16,0,435,88,194,.454,38,106,.358,50,88,.568,.552,25,46,.543,11,42,53,45,17,4,26,51,239,,
529,J.R. Smith,2009-10,playoff,24,DEN,NBA,SG,6,0,159,21,57,.368,11,31,.355,10,26,.385,.465,14,16,.875,5,18,23,10,4,2,6,17,67,,
530,J.R. Smith,2010-11,playoff,25,DEN,NBA,SF,5,0,76,16,45,.356,9,21,.429,7,24,.292,.456,8,11,.727,1,9,10,5,2,0,8,8,49,,
531,J.R. Smith,2011-12,playoff,26,NYK,NBA,SG,5,0,175,24,76,.316,5,28,.179,19,48,.396,.349,8,8,1.000,2,11,13,11,6,1,11,19,61,,
532,J.R. Smith,2012-13,playoff,27,NYK,NBA,SG,11,0,351,54,163,.331,18,66,.273,36,97,.371,.387,31,43,.721,6,46,52,15,11,5,20,27,157,,
533,J.R. Smith,2014-15,playoff,29,CLE,NBA,SG,18,4,560,83,206,.403,51,142,.359,32,64,.500,.527,14,20,.700,9,76,85,22,17,10,15,54,231,,
534,J.R. Smith,2015-16,playoff,30,CLE,NBA,SG,21,21,730,82,188,.436,65,151,.430,17,37,.459,.609,13,21,.619,7,60,67,29,26,5,11,55,242,,
535,J.R. Smith,2016-17,playoff,31,CLE,NBA,SG,18,18,487,50,99,.505,40,80,.500,10,19,.526,.707,5,11,.455,5,37,42,13,13,6,12,41,145,,
536,J.R. Smith,2017-18,playoff,32,CLE,NBA,SG,22,21,706,65,187,.348,44,120,.367,21,67,.313,.465,17,22,.773,10,50,60,25,21,4,19,54,191,,
537,J.R. Smith,2019-20,playoff,34,LAL,NBA,SG,10,0,75,7,26,.269,6,22,.273,1,4,.250,.385,0,0,,0,3,3,3,2,0,7,11,20,,
538,J.R. Smith,2004-05,regular,19,NOH,NBA,SG,76,56,1859,295,748,.394,81,281,.288,214,467,.458,.449,111,161,.689,39,113,152,142,55,11,109,135,782,,
539,J.R. Smith,2005-06,regular,20,NOK,NBA,SG,55,25,989,144,366,.393,52,140,.371,92,226,.407,.464,83,101,.822,19,91,110,58,37,4,54,90,423,,
540,J.R. Smith,2006-07,regular,21,DEN,NBA,SG,63,24,1471,284,644,.441,149,382,.390,135,262,.515,.557,102,126,.810,30,113,143,91,49,9,85,147,819,,
541,J.R. Smith,2007-08,regular,22,DEN,NBA,SG,74,0,1421,311,674,.461,157,390,.403,154,284,.542,.578,128,178,.719,43,109,152,128,62,12,112,144,907,,
542,J.R. Smith,2008-09,regular,23,DEN,NBA,SG,81,18,2245,424,950,.446,180,453,.397,244,497,.491,.541,205,272,.754,43,254,297,227,78,14,150,190,1233,,
543,J.R. Smith,2009-10,regular,24,DEN,NBA,SG,75,0,2082,428,1033,.414,158,467,.338,270,566,.477,.491,142,201,.706,28,206,234,183,99,20,139,174,1156,,
544,J.R. Smith,2010-11,regular,25,DEN,NBA,SF,79,6,1968,341,784,.435,124,318,.390,217,466,.466,.514,163,221,.738,45,277,322,175,92,16,100,173,969,,
545,J.R. Smith,2011-12,regular,26,NYK,NBA,SG,35,1,967,165,405,.407,67,193,.347,98,212,.462,.490,39,55,.709,29,107,136,84,54,6,46,87,436,,
546,J.R. Smith,2012-13,regular,27,NYK,NBA,SG,80,0,2678,527,1249,.422,155,436,.356,372,813,.458,.484,237,311,.762,64,361,425,218,100,24,134,226,1446,,
547,J.R. Smith,2013-14,regular,28,NYK,NBA,SF,74,37,2421,396,955,.415,189,480,.394,207,475,.436,.514,90,138,.652,35,261,296,219,65,20,108,196,1071,,
548,J.R. Smith,2014-15,regular,29,TOT,NBA,SG,70,51,2080,315,755,.417,163,426,.383,152,329,.462,.525,54,72,.750,30,188,218,195,82,22,97,163,847,,
549,J.R. Smith,2014-15,regular,29,NYK,NBA,SG,24,6,619,101,251,.402,32,90,.356,69,161,.429,.466,27,39,.692,4,54,58,81,18,4,45,44,261,,
550,J.R. Smith,2014-15,regular,29,CLE,NBA,SG,46,45,1461,214,504,.425,131,336,.390,83,168,.494,.555,27,33,.818,26,134,160,114,64,18,52,119,586,,
551,J.R. Smith,2015-16,regular,30,CLE,NBA,SG,77,77,2362,353,850,.415,204,510,.400,149,340,.438,.535,45,71,.634,43,174,217,130,81,21,59,204,955,,
552,J.R. Smith,2016-17,regular,31,CLE,NBA,SG,41,35,1187,123,356,.346,95,271,.351,28,85,.329,.479,10,15,.667,17,96,113,62,40,11,26,77,351,,
553,J.R. Smith,2017-18,regular,32,CLE,NBA,SG,80,61,2244,240,595,.403,143,381,.375,97,214,.453,.524,39,56,.696,29,206,235,141,68,11,81,161,662,,
554,J.R. Smith,2018-19,regular,33,CLE,NBA,SG,11,4,222,27,79,.342,12,39,.308,15,40,.375,.418,8,10,.800,0,18,18,21,11,3,11,19,74,,
555,J.R. Smith,2019-20,regular,34,LAL,NBA,SG,6,0,79,7,22,.318,1,11,.091,6,11,.545,.341,2,2,1.000,0,5,5,3,1,0,4,5,17,,
556,Chris Bosh,2006-07,playoff,22,TOR,NBA,C,6,6,222,36,91,.396,1,5,.200,35,86,.407,.401,32,38,.842,7,47,54,15,5,11,12,19,105,,
557,Chris Bosh,2007-08,playoff,23,TOR,NBA,C,5,5,199,42,89,.472,1,7,.143,41,82,.500,.478,35,42,.833,20,25,45,18,8,2,13,19,120,,
558,Chris Bosh,2010-11,playoff,26,MIA,NBA,PF,21,21,834,138,291,.474,0,4,.000,138,287,.481,.474,114,140,.814,47,131,178,23,14,19,40,48,390,,
559,Chris Bosh,2011-12,playoff,27,MIA,NBA,PF,14,10,439,73,148,.493,7,13,.538,66,135,.489,.517,43,52,.827,36,73,109,8,6,14,20,20,196,,
560,Chris Bosh,2012-13,playoff,28,MIA,NBA,C,23,23,751,110,240,.458,15,37,.405,95,203,.468,.490,44,60,.733,38,129,167,34,23,36,27,67,279,,
561,Chris Bosh,2013-14,playoff,29,MIA,NBA,C,20,20,686,116,229,.507,30,74,.405,86,155,.555,.572,36,48,.750,24,88,112,21,17,20,14,51,298,,
562,Chris Bosh,2003-04,regular,19,TOR,NBA,C,75,63,2510,327,712,.459,5,14,.357,322,698,.461,.463,202,288,.701,191,366,557,78,59,106,107,215,861,,
563,Chris Bosh,2004-05,regular,20,TOR,NBA,PF,81,81,3017,473,1005,.471,3,10,.300,470,995,.472,.472,412,542,.760,194,524,718,153,76,113,187,226,1361,,
564,Chris Bosh,2005-06,regular,21,TOR,NBA,C,70,70,2751,549,1087,.505,0,13,.000,549,1074,.511,.505,474,581,.816,204,443,647,181,50,79,157,209,1572,,
565,Chris Bosh,2006-07,regular,22,TOR,NBA,C,69,69,2658,543,1094,.496,12,35,.343,531,1059,.501,.502,463,590,.785,186,555,741,175,39,90,179,163,1561,,
566,Chris Bosh,2007-08,regular,23,TOR,NBA,C,67,67,2425,507,1027,.494,10,25,.400,497,1002,.496,.499,472,559,.844,174,409,583,171,63,67,153,157,1496,,
567,Chris Bosh,2008-09,regular,24,TOR,NBA,C,77,77,2928,615,1263,.487,12,49,.245,603,1214,.497,.492,504,617,.817,215,556,771,191,67,77,174,189,1746,,
568,Chris Bosh,2009-10,regular,25,TOR,NBA,C,70,70,2526,600,1158,.518,8,22,.364,592,1136,.521,.522,470,590,.797,205,554,759,166,43,68,169,170,1678,,
569,Chris Bosh,2010-11,regular,26,MIA,NBA,PF,77,77,2795,524,1056,.496,6,25,.240,518,1031,.502,.499,384,471,.815,141,500,641,144,59,49,138,172,1438,,
570,Chris Bosh,2011-12,regular,27,MIA,NBA,PF,57,57,2007,393,807,.487,10,35,.286,383,772,.496,.493,229,279,.821,94,358,452,103,51,45,117,128,1025,,
571,Chris Bosh,2012-13,regular,28,MIA,NBA,C,74,74,2454,485,907,.535,21,74,.284,464,833,.557,.546,241,302,.798,131,370,501,123,66,101,128,168,1232,,
572,Chris Bosh,2013-14,regular,29,MIA,NBA,C,79,79,2531,492,953,.516,74,218,.339,418,735,.569,.555,223,272,.820,98,424,522,87,80,78,125,192,1281,,
573,Chris Bosh,2014-15,regular,30,MIA,NBA,C,44,44,1556,343,745,.460,63,168,.375,280,577,.485,.503,179,232,.772,46,264,310,95,41,25,95,69,928,,
574,Chris Bosh,2015-16,regular,31,MIA,NBA,PF,53,53,1778,358,767,.467,81,222,.365,277,545,.508,.520,213,268,.795,48,342,390,128,36,34,78,101,1010,,
